,Unnamed: 0,Edad,Sexo,Perscargo,Estrato,Nivel de estudios,Tipo de contrato,Ingresos,Egresos,Tipo de actividad,Tipo de vivienda,Total activos,Total pasivos,Salario,Ingresos por arriendo,Ingresos por honorarios,Ingresos financieros,Otros ingresos,Gasto familiar,Gasto obligatorio,Gasto arriendo,Otros gastos,Destino,Monto,Plazo,Cuota,ConoCliente,Garantia,RespPat,Fecha_corte,CuidadRes,Ocupacion,Agencia,Cargo,Califica,FecIngEmp,FecIngreso,FecUltAct,Ciiu,Pagare,Estado,MoraCome,EndeuIndi,Puntaje
10,11,39,yes,0,3,Bachiller,Ninguno,2297000,33000,Independiente,Familiar,0,0,497000,0,0,0,1800000,0,33000,0,0,Consumo,26000000,48,827083,Buena Experiencia CFB,Hipoteca,Prop.con Hipoteca,2009-01-31,Rionegro,Sin Profesión,Rionegro,,1,2003-01-01,2004-05-18,2009-01-07,transporte almacenam - transporte por via t,41662.0,Aprobado,Con Experiencia sin Mora,0,43.0
11,12,43,no,0,5,Especializacion,Indefinido,2210071,641000,Empleado,Familiar,0,35000000,2210071,0,0,0,0,0,641000,0,0,Consumo,2000000,24,108760,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-01-31,Medellin,Administración de Empresas,Envigado,,1,1996-12-03,2004-04-24,2009-01-06,suministro de electr,41606.0,Aprobada,Con Experiencia sin Mora,5,
12,13,57,no,0,3,Tecnólogo,Indefinido,1392000,182000,Empleado,Arrendada,0,0,1392000,0,0,0,0,0,182000,0,0,Consumo,5000000,36,204126,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-01-31,Rionegro,Técnicos y asistentes en farmacia,Rionegro,,1,2000-01-01,2003-08-05,2009-01-22,comercio al por mayo - comercio mantenimien,42024.0,Aprobado,Con Experiencia sin Mora,0,56.0
13,14,50,no,0,3,Profesional,Indefinido,1045000,543000,Empleado,Familiar,0,0,1045000,0,0,0,0,0,543000,0,0,Consumo,3000000,36,128.359,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Ingenieros químicos y afines,Belen,,1,1990-12-01,1989-10-17,2009-01-08,otras actividades de - eliminacion de despe,,Aprobado,Con Experiencia sin Mora,0,52.0
14,15,48,no,1,3,Primaria,Ninguno,1200000,182000,Independiente,Propia,0,2000000,1200000,0,0,0,0,0,182000,0,0,Reposicion de Activos Fij,5000000,36,204126,Buenas Referencias,Codeudor,Prop.y Vehìculo,2009-01-31,Medellin,Sin Profesión,Floresta,,0,2006-09-29,2009-01-23,2009-01-22,transporte almacenam - transporte por via t,42021.0,Aprobada,Con Experiencia sin Mora,34,
15,16,43,no,1,3,Bachiller,Ninguno,1450000,1251000,Independiente con Experiencia > 3 anos,Familiar,0,3317000,0,0,300000,1150000,0,283000,163000,805000,0,Consumo,4000000,36,166.147,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Microcrédito,,1,2003-01-01,2009-01-17,2009-01-16,comercio al por mayo - comercio mantenimien,,Aprobado,Con Experiencia sin Mora,0,56.0
16,17,56,no,0,5,Técnico,Ninguno,2500000,636000,Independiente,Propia,0,0,0,2500000,0,0,0,0,636000,0,0,Consumo,3000000,36,119597,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-01-31,Envigado,Técnicos postsecundarios no universitarios y asistentes de,Belen,,0,,2006-03-31,2009-01-22,,41959.0,Aprobado,Con Experiencia sin Mora,0,66.0
17,18,24,no,0,3,Técnico,Fijo,1215172,298000,Empleado,Propia,0,0,1215172,0,0,0,0,0,298000,0,0,Consumo,9900000,48,346.851,Buena Experiencia CFB,Con Codeudor(es),Prop.con Hipoteca,2009-01-31,Medellin,Técnicos asistentes de servicios administrativos y afines,Belen,,1,2008-03-04,2003-08-11,2009-01-29,intermediacion finan,,Aprobado,Con Experiencia sin Mora,0,43.0
18,19,56,no,0,5,Técnico,Ninguno,2500000,636000,Independiente,Propia,0,0,0,2500000,0,0,0,0,636000,0,0,Consumo,400000,3,138837,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-01-31,Envigado,Técnicos postsecundarios no universitarios y asistentes de,Belen,,0,,2006-03-31,2009-01-22,,42012.0,Aprobado,Con Experiencia sin Mora,0,48.0
19,20,28,no,1,2,Primaria,Fijo,496900,0,Empleado,Familiar,0,0,496900,0,0,0,0,0,0,0,0,Consumo,5500000,36,224539,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Altavista,,0,2005-12-15,2007-06-05,2009-01-22,industrias manufactu - fabricacion de susta,42022.0,Aprobado,Con Experiencia sin Mora,0,37.0
20,21,49,no,2,4,Técnico,Ninguno,2073396,733000,Jubilado,Familiar,0,0,2073396,0,0,0,0,0,733000,0,0,Consumo,10000000,48,363.616,Sin Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Técnicos postsecundarios no universitarios y asistentes,Floresta,,1,,2007-11-10,2009-01-19,,,Aprobado,Mora mayor a 60 Dìas,0,0.0
21,22,66,no,0,3,Primaria,Ninguno,1700000,0,Independiente,Propia,0,0,1300000,400000,0,0,0,0,0,0,0,Consumo,6000000,36,239194,Buena Experiencia CFB,Con Codeudor(es),Prop.y Vehìculo,2009-01-31,Medellin,Sin Profesión,Centro,,1,,1999-07-15,2009-01-09,transporte almacenam - transporte por via t,41716.0,Aprobado,Con Experiencia sin Mora,0,58.0
22,23,29,yes,0,4,Técnico,Indefinido,949000,180000,Empleado,Familiar,0,0,949000,0,0,0,0,0,180000,0,0,Consumo,2500000,24,140.697,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Bello,Técnicos asistentes de servicios financieros contables y afines,Belen,,1,2007-11-07,2008-05-06,2009-01-15,intermediacion finan - intermediacion finan,,Aprobado,Con Experiencia sin Mora,0,41.0
23,24,26,yes,0,3,Profesional,Indefinido,900000,218000,Empleado,Arrendada,0,0,600000,0,300000,0,0,0,218000,0,0,Consumo,5000000,36,214.207,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Abogados,Centro,,1,2007-01-01,2008-05-02,2009-01-31,servicios sociales y - actividades relacion,,Aprobado,Con Experiencia sin Mora,0,49.0
24,25,28,yes,0,2,Tecnólogo,Indefinido,1177000,215000,Empleado,Arrendada,0,0,1177000,0,0,0,0,0,215000,0,0,Consumo,4800000,36,191355,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Envigado,Técnicos postsecundarios no universitarios y asistentes,Envigado,,0,2004-10-11,2007-06-08,2009-01-14,industrias manufactu - fabricacion de produ,41777.0,Aprobada,Màximo 3 moras 30 Dìas,55,
25,26,66,yes,1,2,Ninguno,Ninguno,879008,59000,Jubilado,Propia,0,0,629008,250000,0,0,0,0,59000,0,0,Consumo,2500000,24,133680,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-01-31,Caldas,Sin Profesión,Caldas,,1,,1998-11-19,2009-01-22,,42020.0,Aprobada,Con Experiencia sin Mora,16,
26,27,35,yes,1,4,Especializacion,Indefinido,4704000,1472000,Empleado,Propia,0,5800000,1254000,0,0,0,3450000,0,1472000,0,0,Consumo,10000000,48,363.616,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-01-31,Medellin,Sin Profesión,Altavista,,1,1996-09-13,2009-01-17,2009-01-16,intermediacion finan - financiacion de plan,,Aprobado,Con Experiencia sin Mora,0,60.0
27,28,61,yes,1,3,Bachiller,Ninguno,2310000,774000,Independiente,Propia,0,0,900000,210000,0,0,1200000,0,774000,0,0,Consumo,5000000,36,204126,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-01-31,Caldas,Sin Profesión,Caldas,,1,,2004-11-20,2009-01-26,comercio al por mayo - comercio mantenimien,42107.0,Aprobada,Con Experiencia sin Mora,49,
28,29,53,no,2,3,Profesional,Indefinido,2140766,866000,Empleado,Propia,0,17000000,2140766,0,0,0,0,0,866000,0,0,Consumo,4500000,36,183713,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Profesores y docentes en educación formal,Floresta,,1,1985-03-18,2009-01-27,2009-01-26,educacion - educacion  en todas,42101.0,Aprobado,Con Experiencia sin Mora,0,59.0
29,30,61,no,0,3,Bachiller,Ninguno,3857920,842000,Independiente,Propia,0,30000000,0,630000,0,0,3227920,0,842000,0,0,Consumo,4800000,36,195961,Buena Experiencia CFB,Con Codeudor(es),Prop.y Vehìculo,2009-01-31,Caldas,Sin Profesión,Caldas,,1,1979-12-05,2000-03-10,2009-01-19,otras actividades de - otras actividades de,41906.0,Aprobada,Con Experiencia sin Mora,30,
30,31,42,no,4,2,Bachiller,Fijo,496900,148000,Empleado,Familiar,0,1289975,496900,0,0,0,0,0,148000,0,0,Consumo,15000000,48,499032,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-01-31,Rionegro,Sin Profesión,Rionegro,,1,2002-04-01,2002-10-01,2009-01-22,otras actividades de - actividades de organ,42015.0,Aprobada,Con Experiencia sin Mora,47,
31,32,43,no,2,2,Tecnólogo,Indefinido,1707082,220000,Empleado,Propia,0,2000000,1707082,0,0,0,0,0,220000,0,0,Consumo,1900000,24,97633,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-01-31,Envigado,Técnicos asistentes de servicios financieros contables y afines,Envigado,,1,1989-04-09,2003-09-26,2009-01-20,intermediacion finan - intermediacion finan,41960.0,Aprobada,Con Experiencia sin Mora,23,
32,33,24,no,1,2,Bachiller,Indefinido,791800,214000,Empleado,Familiar,0,0,791800,0,0,0,0,0,214000,0,0,Consumo,1900000,24,97633,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Centro,,0,2004-02-02,2007-09-06,2009-01-06,otras actividades em - obtencion y suminist,41604.0,Aprobada,Con Experiencia sin Mora,36,
33,34,49,no,0,4,Bachiller,Indefinido,1000000,17000,Empleado,Propia,0,0,1000000,0,0,0,0,0,17000,0,0,Consumo,2300000,24,122985,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Floresta,,1,1999-02-12,2000-05-20,2009-01-05,comercio al por mayo - comercio mantenimien,41593.0,Aprobada,Con Experiencia sin Mora,25,
34,35,26,no,0,3,Bachiller,Indefinido,1530213,238000,Empleado,Familiar,0,3500000,1530213,0,0,0,0,0,238000,0,0,Consumo,10000000,48,332688,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-01-31,Sabaneta,Abogados,Sabaneta,,1,2008-09-18,2008-06-04,2009-01-27,administracion publi - actividades legislat,42128.0,Aprobado,Con Experiencia sin Mora,0,51.0
35,36,26,no,0,2,Técnico,Indefinido,600000,22000,Empleado,Familiar,0,0,600000,0,0,0,0,0,22000,0,0,Consumo,3000000,36,119597,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Sabaneta,Técnicos asistentes de servicios financieros contables y afines,Sabaneta,,1,2008-01-29,2009-01-17,2009-01-08,transporte almacenam - transporte por via t,41689.0,Aprobada,Con Experiencia sin Mora,87,
36,37,35,yes,0,4,Bachiller,Ninguno,1250000,0,Empleado,Familiar,0,0,0,0,0,0,1250000,0,0,0,0,Consumo,6000000,36,249.22,Sin Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Centro,,1,2007-09-08,2000-01-31,2009-01-16,comercio al por mayo - comercio mantenimien,,Aprobado,Mora mayor a 60 Dìas,0,58.0
37,38,42,no,1,6,Especializacion,Indefinido,6300000,1242000,Empleado,Arrendada,0,40000000,6300000,0,0,0,0,0,1242000,0,0,Consumo,9600000,36,180056,Buenas Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-01-31,Medellin,Ingenieros,Belen,,1,2007-01-29,2008-05-24,2009-01-20,comercio al por mayo - comercio mantenimien,41962.0,Aprobado,Màximo 3 moras 30 Dìas,0,77.0
38,39,49,no,1,5,Especializacion,Indefinido,2140000,213000,Empleado,Propia,0,0,2140000,0,0,0,0,0,213000,0,0,Consumo,1300000,12,123305,Sin Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Otros profesionales de la educación,Belen,,1,1980-05-05,1985-11-25,2009-01-06,educacion - educacion  en todas,41742.0,Aprobada,Mora mayor a 60 Dìas,26,
39,40,31,yes,0,3,Tecnólogo,Ninguno,840000,331000,Independiente,Familiar,0,0,840000,0,0,0,0,0,331000,0,0,Consumo,2000000,24,112.558,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Asistentes de cine teatro televisión y artes escénicas,Belen,,1,2006-10-20,2000-06-08,2009-01-23,comercio al por mayo - comercio mantenimien,,Aprobado,Con Experiencia sin Mora,0,31.0
40,41,44,no,0,3,Profesional,Indefinido,1993057,733000,Empleado,Propia,0,800000,1993057,0,0,0,0,0,733000,0,0,Consumo,2000000,24,106944,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-01-31,Medellin,Enfermeros(as) profesionales,Belen,,1,2006-05-15,1999-11-25,2009-01-20,servicios sociales y - actividades relacion,41949.0,Aprobada,Con Experiencia sin Mora,15,
41,42,30,yes,1,2,Tecnólogo,Fijo,626017,55000,Empleado,Familiar,0,0,626017,0,0,0,0,0,55000,0,0,Consumo,6500000,36,269.988,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Técnicos  en electrónica y telecomunicaciones,Centro,,1,2003-04-02,2005-02-05,2009-01-23,industrias manufactu,,Aprobado,Con Experiencia sin Mora,0,38.0
42,43,49,no,1,2,Profesional,Indefinido,1879682,167000,Empleado,Arrendada,0,3623081,1879682,0,0,0,0,0,167000,0,0,Consumo,28000000,48,931526,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-01-31,Caldas,Profesores y docentes en educación formal,Caldas,,1,1990-06-16,2008-06-17,2009-01-19,educacion - educacion  en todas,41925.0,Aprobada,Con Experiencia sin Mora,13,
43,44,38,yes,1,3,Tecnólogo,Fijo,461500,30000,Empleado,Arrendada,0,0,461500,0,0,0,0,0,30000,0,0,Consumo,5300000,36,216374,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Profesores de educación primaria,Centro,,1,2004-01-23,2009-01-17,2009-01-15,establecimientos edu,41815.0,Aprobado,Sin experiencia,0,59.0
44,45,36,no,1,3,Técnico,Ninguno,496900,59000,Ama de Casa,Familiar,0,0,496900,0,0,0,0,0,59000,0,0,Consumo,2100000,24,107910,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-01-31,Sabaneta,Técnicos en programación y control informáticos,Sabaneta,,1,2000-09-27,2000-12-18,2009-01-26,industrias manufactu - fabricacion de vehic,41974.0,Aprobado,Màximo 3 moras 30 Dìas,0,45.0
45,46,34,no,0,2,Profesional,Indefinido,2540584,775000,Empleado,Propia,0,0,2180584,0,360000,0,0,0,775000,0,0,Consumo,1000000,12,96486,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-01-31,Guarne,Contadores,Rionegro,,1,1996-07-15,2004-11-17,2009-01-16,servicios sociales y - actividades relacion,41835.0,Aprobado,Con Experiencia sin Mora,0,19.0
46,47,29,no,0,2,Técnico,Labor Contratada,496900,0,Empleado,Familiar,0,1000000,496900,0,0,0,0,0,0,0,0,Consumo,1700000,24,93.588,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Agentes de viajes,Caldas,,1,2008-03-19,2003-03-01,2009-03-27,otras actividades em - obtencion y suminist,,Aprobado,Mora mayor a 60 Dìas,0,29.0
47,48,25,no,0,5,Profesional,Ninguno,880000,143000,Independiente,Familiar,0,0,0,0,0,0,880000,0,143000,0,0,Consumo,1198000,18,80613,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Publicistas y afines,Belen,,1,,2009-01-14,2009-01-14,comercio al por mayo - comercio mantenimien,41779.0,Aprobado,Con Experiencia sin Mora,0,53.0
48,49,29,no,0,2,Técnico,Labor Contratada,496900,0,Empleado,Familiar,0,1000000,496900,0,0,0,0,0,0,0,0,Consumo,1700000,24,93.588,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Agentes de viajes,Caldas,,1,2008-03-19,2003-03-01,2009-03-27,otras actividades em - obtencion y suminist,,Aprobado,Mora mayor a 60 Dìas,0,31.0
49,50,24,yes,2,2,Técnico,Labor Contratada,687000,0,Empleado,Arrendada,0,0,687000,0,0,0,0,0,0,0,0,Consumo,15000000,48,464485,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Técnicos postsecundarios no universitarios y asistentes,Altavista,,1,2007-03-24,2009-01-20,2009-01-19,construccion - construccion,41896.0,Aprobado,Sin experiencia,0,46.0
50,51,29,no,0,2,Técnico,Labor Contratada,496900,0,Empleado,Familiar,0,1000000,496900,0,0,0,0,0,0,0,0,Consumo,1700000,24,93.588,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Agentes de viajes,Caldas,,1,2008-03-19,2003-03-01,2009-03-27,otras actividades em - obtencion y suminist,,Aprobado,Mora mayor a 60 Dìas,0,28.0
51,52,29,no,0,2,Técnico,Labor Contratada,496900,0,Empleado,Familiar,0,1000000,496900,0,0,0,0,0,0,0,0,Consumo,1700000,24,93.588,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Agentes de viajes,Caldas,,1,2008-03-19,2003-03-01,2009-03-27,otras actividades em - obtencion y suminist,,Aprobado,Mora mayor a 60 Dìas,0,25.0
52,53,53,yes,3,2,Bachiller,Ninguno,1200000,206000,Independiente,Arrendada,0,0,1200000,0,0,0,0,0,206000,0,0,Consumo,1500000,24,80208,Buena Experiencia CFB,Sin Codeudor,Prop.y Vehìculo,2009-01-31,Sabaneta,Sin Profesión,Sabaneta,,1,2002-01-01,1993-09-14,2009-01-06,transporte almacenam - transporte por via t,41637.0,Aprobada,Con Experiencia sin Mora,139,
53,54,43,yes,2,3,Profesional,Indefinido,1030680,287000,Empleado,Propia,0,7000000,1030680,0,0,0,0,0,287000,0,0,Consumo,5000000,36,204126,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-01-31,Medellin,Profesores de educación secundaria,Centro,,0,1995-11-21,2006-11-11,2009-01-15,educacion - educacion  en todas,41832.0,Aprobado,Con Experiencia sin Mora,0,55.0
54,55,44,yes,3,3,Primaria,Prestación de Servicios,1500000,197000,Independiente,Propia,0,2731000,0,0,0,0,1500000,0,197000,0,0,Consumo,5300000,36,199678,Buena Experiencia CFB,Sin Codeudor,Prop.y Vehìculo,2009-01-31,San Vicente,Sin Profesión,Rionegro,,0,2003-11-27,2006-07-29,2009-01-20,transporte almacenam - transporte por via t,41954.0,Aprobada,Con Experiencia sin Mora,15,
55,56,62,no,0,2,Primaria,Ninguno,993000,49000,Independiente,Propia,0,2375000,0,993000,0,0,0,0,49000,0,0,Consumo,10000000,48,363.616,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Itagui,Sin Profesión,Itagui,,1,2001-06-07,2001-06-07,2009-03-26,actividades inmobili - actividades inmobili,,Aprobado,Con Experiencia sin Mora,0,50.0
56,57,45,yes,3,1,Primaria,Prestación de Servicios,1150000,17000,Independiente,Propia,0,700000,0,0,0,0,1150000,0,17000,0,0,Consumo,1800000,24,92494,Buena Experiencia CFB,Sin Codeudor,Prop.y Vehìculo,2009-01-31,Itagui,Sin Profesión,Itagui,,1,2003-01-09,2001-11-19,2009-01-09,transporte almacenam - transporte por via t,41714.0,Aprobada,Con Experiencia sin Mora,19,
57,58,49,yes,4,3,Primaria,Fijo,497000,0,Empleado,Arrendada,0,0,497000,0,0,0,0,0,0,0,0,Consumo,3000000,12,288052,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Centro,,0,2008-07-17,2008-10-14,2009-01-20,otras actividades de - eliminacion de despe,41953.0,Aprobada,Con Experiencia sin Mora,31,
58,59,34,yes,3,2,Bachiller,Fijo,1443000,0,Empleado,Propia,0,0,1443000,0,0,0,0,0,0,0,0,Consumo,1500000,18,102266,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Floresta,,0,2004-12-27,2006-01-24,2009-01-19,industrias manufactu - fabricacion de vehic,41909.0,Aprobada,Con Experiencia sin Mora,12,
59,60,40,yes,4,2,Técnico,Indefinido,1551000,632000,Empleado,Propia,0,17500000,1291000,260000,0,0,0,0,632000,0,0,Consumo,5300000,36,211288,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-01-31,Caldas,Técnicos  en mecánica y construcción mecánica,Caldas,,1,1993-09-13,2009-01-15,2009-01-14,industrias manufactu - fabricacion de muebl,41781.0,Aprobada,Con Experiencia sin Mora,7,
60,61,26,no,1,2,Tecnólogo,Indefinido,1313826,33000,Empleado,Arrendada,0,2000000,1313826,0,0,0,0,0,33000,0,0,Consumo,3500000,36,149.752,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Técnicos asistentes de servicios financieros contables y afines,Centro,,1,2007-03-01,2003-11-04,2009-03-31,administracion publi - actividades legislat,,Aprobado,Mora mayor a 60 Dìas,0,38.0
61,62,50,yes,1,4,Bachiller,Indefinido,2526000,634000,Empleado,Propia,0,10000000,2526000,0,0,0,0,0,634000,0,0,Consumo,2000000,24,106944,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Belen,,1,1987-06-24,1991-10-05,2009-01-28,administracion publi - actividades auxiliar,41787.0,Aprobada,Con Experiencia sin Mora,17,
62,63,46,no,2,3,Bachiller,Indefinido,1850000,957000,Empleado,Propia,0,0,1850000,0,0,0,0,0,957000,0,0,Consumo,10000000,48,321.282,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Itagui,Sin Profesión,Itagui,,1,1993-08-01,2001-12-01,2009-03-20,actividades inmobili - actividades inmobili,,Aprobado,Con Experiencia sin Mora,0,57.0
63,64,49,yes,1,4,Especializacion,Indefinido,3293000,1014000,Empleado,Propia,0,25000000,1993000,0,0,0,1300000,0,1014000,0,0,Consumo,2100000,24,107910,Buenas Referencias,Hipoteca,Prop.con Hipoteca,2009-01-31,Medellin,Psicólogos,Centro,,1,1980-06-25,2007-01-12,2009-01-14,administracion publi - prestacion de servic,41791.0,Aprobada,Con Experiencia sin Mora,5,
64,65,49,yes,2,3,Primaria,Fijo,561500,84000,Empleado,Propia,0,0,461500,0,0,0,100000,0,84000,0,0,Consumo,4700000,36,187369,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Belen,,1,2008-04-01,2009-01-08,2009-01-05,transporte almacenam - transporte por via t,41591.0,Aprobado,Con Experiencia sin Mora,0,61.0
